country,country_short,region_wb,pop_log,obesity_m,obesity_f,overw_m,overw_f,BMI_m,BMI_f,flex,indiv,yr_sch_m,yr_sch_f,globaliz,uneven_eco_dev,gdppc_ln,undernourish,rice,mcdonalds,temp_avg,wgi_avg,share_animal_prot,vegies_fruits,hf_efiscore,wdi_emp_agr_m,wdi_emp_ind_m,wdi_emp_ser_m,wdi_emp_agr_f,wdi_emp_ind_f,wdi_emp_ser_f,healthexp_perc_gdp,wdi_popurb_share,wdi_smok_m,wdi_smok_f,indiv_welzel,self_expr_val,emancip_val,autonomy,indiv_hofstd,culture_zone,fi_ftradeint,fh_pair,cool_water_ind,hist_path_load,migr_dist_ea,irrig_dep,relig_imp,secular_rational
Bolivia,BOL,Latin America and Caribbean,16.201492603779652,14,25,51.5,59.3,25.2,27.6,NA,NA,9.4,8,60,8.6,8.872627365918836,14.3,41.150001525878906,0.00884,21.55,-0.6083333333333333,5.276599884033203,119.1500015258789,50,31.399999618530273,27.799999237060547,40.79999923706055,32.900001525878906,10.399999618530273,56.70000076293945,6.55064964,0.663989950968833,42,18,NA,-0.32,NA,-0.5450000000000004,NA,Latin America,7.00904130935669,9,0.21773219357109627,0.3,0.4071,0.09435021132230759,NA,-1.24
Bosnia & Herzegovina,BIH,Europe and Central Asia,15.047884796009988,16.7,18.1,59.1,46.6,26.3,25.1,NA,NA,10.2,7.9,69,5.6,9.393827915410107,1,3.0899999141693115,0.11,9.85,-0.32,3.8579599857330322,284.00000762939453,57.5,17.899999618530273,39.5,42.70000076293945,22.799999237060547,16.399999618530273,60.79999923706055,9.33953667,0.4773299247073984,44,27,36.2,-0.725,0.3881911733535553,-0.27,NA,South and East Europe,7.570273876190186,10,0.47368421716907616,0.03,0.38422207659195684,0,NA,-0.005
Botswana,BWA,Sub-Saharan Africa,14.567264325477337,7.8,28.9,29.1,56,22.5,26,NA,NA,9.4,9.1,57,7.7,9.65162297294974,26.4,12.920000076293945,NA,21.5,0.645,4.5416998863220215,65.70000076293945,68.80000305175781,NA,NA,NA,NA,NA,NA,5.72629929,0.6097699687357344,36,7,NA,NA,NA,NA,NA,Africa,7.205572605133057,11,0.07867930114166616,0.39,0.17583445837060682,0.7440981268882751,NA,NA
Brazil,BRA,Latin America and Caribbean,19.13594042611124,18,24.9,56.8,54.9,26.2,26.7,-83.05055072358576,-56,7.3,7.8,64,7.7,9.59859149934966,1,46.470001220703125,0.39,24.95,-0.13166666666666665,6.446829795837402,156.54000091552734,56.29999923706055,18.399999618530273,29.200000762939453,52.099998474121094,11,11.800000190734863,77.0999984741211,8.87090969,0.8433499567850362,22,13,25.3,0.003333333,0.4122257078543533,0.27499999999999947,38,Latin America,7.140731334686279,12,0.33318865593882574,1.06,0.3846,0.04131125286221504,1.5956873315363882,-0.653333333
Brunei,BRN,East Asia and Pacific,12.935826548822295,11.9,15.3,40,40.8,27,27,NA,NA,9.1,9,62,7.8,11.043593610033597,1,NA,0.47,26.85,0.5633333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38708901,NA,NA,NA,NA,NA,NA,NA,NA,South Asia,NA,8,0.18154999929061955,0,0.3166250103874857,0,NA,NA
Bulgaria,BGR,Europe and Central Asia,15.786530096857753,24.9,24,68.3,54.1,27,25.6,NA,NA,11.2,11.4,80,4.9,9.81694879111889,3.4,4.340000152587891,0.6,10.55,0.115,5.83951997756958,108.18999862670898,64.9000015258789,8.199999809265137,40.900001525878906,50.900001525878906,5.199999809265137,24.799999237060547,69.9000015258789,7.41338348,0.7252399704202459,48,31,46.6,-0.74,0.4381292942639513,0.009999999999999787,30,Ottoman-Persian,7.954967498779297,11,0.3764055285287318,-0.1,0.34483800734837144,0.0010548310820013285,NA,0.77
Burkina Faso,BFA,Sub-Saharan Africa,16.71200884363783,2.4,7.7,15.6,28.4,22.2,22.1,NA,NA,2,1,52,8.1,7.446585099157725,12,30.729999542236328,NA,28.25,-0.41833333333333333,1.627940058708191,21.81999921798706,NA,NA,NA,NA,NA,NA,NA,5.82546854,NA,NA,NA,15.5,-0.74,0.29838887558393234,NA,NA,Africa,6.00198221206665,8,0.0409940901859822,1.19,0.17520508006819396,0.09193973988294601,NA,-1.25
Burundi,BDI,Sub-Saharan Africa,16.133972346565702,2,8.2,13.6,29.3,21.7,21.5,NA,NA,3.6,2.6,40,7.7,6.7357800142423265,NA,NA,NA,19.8,-1.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57857561,NA,NA,NA,NA,NA,NA,NA,NA,Africa,4.944167613983154,6,0.021817783584870732,1.07,0.07943849187475624,0.002226948505267501,NA,NA
Cape Verde,CPV,Sub-Saharan Africa,13.170658180807635,6.6,15.8,26.8,40.8,23.7,25.2,NA,NA,6.4,5.9,50,7.5,8.69851424787661,16.8,78.18000030517578,NA,23.3,0.5433333333333333,4.282100200653076,137.5900001525879,NA,NA,NA,NA,NA,NA,NA,4.81784487,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,13,0.08049821915724568,-0.26,NA,NA,NA,NA
Cambodia,KHM,East Asia and Pacific,16.557732529785266,2.5,4.6,18,23.6,22,22.2,NA,NA,5.5,3.9,58,7.1,8.128290171607052,8.9,241.16000366210937,NA,26.8,-0.7316666666666667,3.0859899520874023,55.1200008392334,57.900001525878906,52.900001525878906,17,30.100000381469727,55.400001525878906,15.5,29.100000381469727,6.19431591,0.19813997018154839,42,3,NA,NA,NA,NA,NA,South Asia,7.289927959442139,6,0.19831875476831526,0.28,0.28012101721369664,0.010761810466647148,NA,NA
Cameroon,CMR,Sub-Saharan Africa,16.963894216535987,5.8,15.9,24.6,41,23.5,25,NA,NA,7.3,4.6,51,7.8,8.089789175789319,5.4,36.7599983215332,NA,24.6,-0.9483333333333334,1.752150058746338,206.0999984741211,51.79999923706055,48.900001525878906,12.899999618530273,38.20000076293945,58.099998474121094,12.199999809265137,29.700000762939453,3.74885845,0.5151199960590261,NA,NA,NA,NA,NA,-1.605,NA,Africa,6.162360191345215,4,0.05040868931305078,1.2,0.12545665873849846,0.021854218095541,NA,NA
Canada,CAN,North America,17.390742700015092,28.8,28.8,69.3,58,27.3,26.6,30.79246708184317,78,13,13.5,84,3,10.707079800484669,1,13.5600004196167,3.9,-5.35,1.6583333333333332,6.262159824371338,202.72999572753906,80.80000305175781,3.299999952316284,31.700000762939453,65.4000015258789,1.2999999523162842,10.199999809265137,88.69999694824219,10.68328094,0.8055400350863242,20,15,58.6,2.03,0.5316332241942106,0.79,80,North Europe and Anglo,7.848253726959229,16,0.6891292088264213,-1.18,0.5245,0.10680557042360306,NA,-0.6
Central African Republic,CAF,Sub-Saharan Africa,15.31806924653127,3.5,10.5,17.9,32.6,21.9,23.6,NA,NA,5.7,2.9,37,9.7,6.668228248417403,49.9,10.920000076293945,NA,24.9,-1.5566666666666666,3.646620035171509,52.200002670288086,NA,NA,NA,NA,NA,NA,NA,5.03434181,NA,NA,NA,NA,NA,NA,NA,NA,Africa,4.67922830581665,4,0.020117631201948236,1.19,0.08961408395999262,0.004790779668837786,NA,NA
Chad,TCD,Sub-Saharan Africa,16.462463137903494,2.9,8.5,15.6,29.1,21.9,21.9,NA,NA,3.4,1.2,40,9.1,7.506591780070841,28,20.969999313354492,NA,26.55,-1.2533333333333334,1.838860034942627,15.419999599456787,NA,NA,NA,NA,NA,NA,NA,4.52395248,NA,NA,NA,NA,NA,NA,NA,NA,Africa,5.031576156616211,3,0.05254721293084151,1.04,0.13620124728148092,0.13734236359596252,NA,NA
Chile,CHL,Latin America and Caribbean,16.704178420610607,24.4,30.5,64.1,61,27.7,28.1,-152.8882191840319,-8,10.4,10.1,77,5.1,10.029591429331854,3,13.199999809265137,0.44,8.45,1.0816666666666668,6.078549861907959,129.96000289916992,77.4000015258789,14.100000381469727,31,54.900001525878906,5.099999904632568,10.199999809265137,84.5999984741211,8.30269146,0.8894200023789033,44,38,24.5,-0.013333333,0.44790016622862056,0.0349999999999997,23,Latin America,8.255388259887695,15,0.2872807451802458,-0.22,0.4071,0.32277819514274597,2.2973790322580645,-0.23
China,CHN,East Asia and Pacific,21.045247881693836,5.5,6.2,33.5,29.5,24,23.4,134.33741913473162,-31,8.2,7.3,63,7.4,9.471087945687758,1,121.72000122070312,0.17,6.95,-0.4633333333333333,5.101669788360596,445.8199996948242,52,NA,NA,NA,NA,NA,NA,4.8887229,0.49226003318399897,47,2,29.6,-0.356666667,0.384353513657515,-4.440892098500626e-16,20,East Asia,6.682205677032471,6,0.2516729404600132,1.03,0.478835318829276,0.18773014843463898,3.38136826783115,0.706666667
Colombia,COL,Latin America and Caribbean,17.676675269115442,17.1,26.1,55.9,60.8,25.7,26.5,-181.80245228444167,-81,7.9,8.2,63,7.5,9.492959650085501,6.5,41.349998474121094,0.16,24.5,-0.2016666666666667,4.77603006362915,208.5500030517578,68,26.399999618530273,22,51.5,6.599999904632568,15.899999618530273,77.4000015258789,7.52338552,0.7501999793303018,31,5,16.6,0.27,0.39318141465035683,0.0950000000000002,13,Latin America,6.943946838378906,10,0.24728667616473088,0.53,0.4071,0.004697313532233238,1.5923229649238915,-1.713333333
Comoros,COM,Sub-Saharan Africa,13.56375531825457,3.1,11.7,17.9,35,23.2,25.5,NA,NA,5.8,3.8,38,7,7.904703913873747,NA,NA,NA,25.55,-0.7683333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73517609,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,6,0.09517903542785336,-0.25,NA,NA,NA,NA
Congo - Brazzaville,COG,Sub-Saharan Africa,15.395744763103156,5.2,13.1,23.6,36.8,22.2,24,NA,NA,7.1,5.9,55,8.2,8.113426639943654,34.1,NA,NA,24.55,-1.0083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41535068,NA,NA,NA,NA,NA,NA,NA,NA,Africa,5.058697700500488,6,0.029943660686331496,1.19,0.15714087705914997,5.230148872215068e-6,NA,NA
Cook Islands,COK,NA,9.774858409938947,52,58.8,83.3,85.5,32.6,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,CRI,Latin America and Caribbean,15.394036583150053,20.3,29.7,59,62.6,26.7,27.8,NA,NA,8.5,8.7,68,5.5,9.71631424501115,4.1,66.7300033569336,1.1,24.8,0.665,5.755620002746582,145.45999908447266,NA,NA,NA,NA,NA,NA,NA,7.82285929,NA,NA,NA,NA,NA,NA,0.43999999999999995,15,Latin America,8.125121116638184,13,0.21595552105923033,0.18,0.4071,0,NA,NA
Côte d’Ivoire,CIV,Sub-Saharan Africa,16.960789270936658,5.5,14.7,23.9,38.8,23.3,24.1,NA,NA,6.1,3.9,51,7.9,8.445267451844648,16.5,92.5,NA,26.35,-0.5816666666666667,1.9535499811172485,103.89999771118164,NA,NA,NA,NA,NA,NA,NA,4.42198133,NA,NA,NA,NA,NA,NA,NA,NA,Africa,6.251460075378418,4,0.051438919236091424,1.06,0.13760949657579072,0.004228287376463413,NA,NA
Croatia,HRV,Europe and Central Asia,15.251452810538451,23.5,24.1,65.6,52.6,27.8,26.6,NA,NA,11.9,10.8,80,3.8,10.043814552627406,1,2.5399999618530273,0.72,10.9,0.41333333333333333,6.273950099945068,131.6500015258789,61.099998474121094,13.699999809265137,38.20000076293945,48,16.299999237060547,14.5,69.19999694824219,6.78635979,0.5753700937118023,36,30,43.7,0.01,0.49525483375838913,0.1349999999999998,33,South and East Europe,7.644047737121582,13,0.5397362416660568,-0.38,0.3971932594136972,0,NA,0.01
Cuba,CUB,Latin America and Caribbean,16.242503538190274,18.4,29.9,53.8,62,25.1,26,NA,NA,11.4,11.4,57,5.9,NA,1,97.6500015258789,0.00891,25.2,-0.4583333333333333,3.7277801036834717,254.57000732421875,27.700000762939453,24.700000762939453,20.399999618530273,54.900001525878906,8.399999618530273,11.5,80.0999984741211,12.81401348,0.7521500176213516,NA,NA,NA,NA,NA,NA,NA,Latin America,NA,3,0.34227525958824906,0,0.1371,0.05631570145487785,NA,NA
Cyprus,CYP,Europe and Central Asia,13.964781063373584,21.4,21.4,64.8,52.3,27.5,26,NA,NA,12,11.8,82,6.4,10.364765725463505,1,4.949999809265137,2.1,18.45,0.9566666666666667,6.80256986618042,174.87000274658203,73.30000305175781,4.900000095367432,30.299999237060547,64.9000015258789,2.5,9.300000190734863,88,6.92568588,0.7031100359251055,41,18,31.7,-0.466666667,0.44195948740426816,NA,NA,South and East Europe,8.17711353302002,14,0.39187343741367675,-0.25,0.2491426624661587,0.08674591034650803,1.8276553106212425,-0.43
Czechia,CZE,Europe and Central Asia,16.171262793595115,25.9,25.2,69,54.7,27.9,26.2,16.51459927543514,70,12.9,12.5,84,3.2,10.424986018358423,1,6.96999979019165,0.9,7.55,0.97,6.201469898223877,122.22000122070312,70.4000015258789,4,49,47,1.899999976158142,23.200000762939453,74.9000015258789,7.24275684,0.7346400417780095,40,32,63,0.75,0.4869921824375003,0.46499999999999986,58,South and East Europe,7.80385684967041,15,0.4432940448937968,-0.78,0.44099515125655847,0,NA,1.145
North Korea,PRK,East Asia and Pacific,17.041712759274855,5.8,7.1,33.3,30.4,24.1,23.9,NA,NA,NA,NA,NA,8,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia,NA,1,0.2690212998770392,-0.14,0.5964289588018025,0,NA,NA
Congo - Kinshasa,COD,Sub-Saharan Africa,18.149456259404996,3.4,9.3,17.4,31.3,21.3,22.6,NA,NA,8.2,4.6,45,8.8,6.807934943699926,40.1,NA,NA,24,-1.5483333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99593234,NA,NA,NA,NA,NA,NA,NA,NA,Africa,4.655759811401367,1,0.03534127925578259,0.95,0.10812733474225794,NA,NA,NA
Denmark,DNK,Europe and Central Asia,15.553074806989798,21.8,16.7,63.1,47,26.1,24.4,50.92098464825521,140,12.4,12.7,88,2.1,10.8007789344005,1,5.25,1.5,7.5,1.715,8.2946195602417,157.38999938964844,78.5999984741211,3.9000000953674316,29.100000381469727,66.9000015258789,0.8999999761581421,9.199999809265137,89.80000305175781,10.22716618,0.8679499171095393,30,27,94.3,2.86,0.5846942714190941,1.3450000000000002,74,North Europe and Anglo,8.394392013549805,15,0.760743643878498,-0.91,0.5156993732294779,0,NA,0.895
Djibouti,DJI,Middle East and North Africa,13.725583662250086,8.3,18,31.9,44.1,23.4,24.6,NA,NA,NA,NA,54,7.8,8.428143374582726,17.5,44.38999938964844,NA,28,-0.8466666666666667,2.3152999877929687,128.70999908447266,NA,NA,NA,NA,NA,NA,NA,3.07555771,NA,NA,NA,NA,NA,NA,NA,NA,Arab,NA,6,0.05206808312853513,0.5,0.03781418721784409,1,NA,NA
Dominica,DMA,Latin America and Caribbean,11.17289691214624,19.3,35,53.9,65.2,24.9,28.9,NA,NA,NA,NA,56,NA,9.318297513481275,5.1,12.630000114440918,NA,22.35,0.6,5.3483500480651855,469.989990234375,NA,NA,NA,NA,NA,NA,NA,5.1857729,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,NA,15,0.3127838290242323,-0.02,0.1371,NA,NA,NA
Dominican Republic,DOM,Latin America and Caribbean,16.14587374246157,20.2,33.4,55.8,64.7,25.5,27.3,NA,-49,7.5,7.9,62,6.3,9.598388006047278,7.4,NA,0.3,24.55,-0.22333333333333333,NA,NA,60,19.399999618530273,20.899999618530273,46.79999923706055,1.7999999523162842,6.699999809265137,60.099998474121094,5.78464127,0.6907299808511643,17,16,26.2,NA,0.4569665498585203,NA,NA,Latin America,7.647865772247315,11,0.3218285536246377,-0.13,0.1371,0.07197145372629166,NA,NA
Ecuador,ECU,Latin America and Caribbean,16.601263623748906,14.4,24.2,52,58.7,26.5,27.7,NA,NA,8.8,8.6,61,6.8,9.311090275076326,9,61.90999984741211,0.16,21.85,-0.6083333333333333,6.233789920806885,153.54999542236328,47.099998474121094,32.599998474121094,23.299999237060547,44,21.299999237060547,11.199999809265137,67.5,8.58845711,0.6686300152415774,NA,NA,14.1,-0.025,0.41091477506624774,NA,8,Latin America,6.873512744903565,10,0.19325220102423638,0.3,0.4071,0.02630709297955036,1.4775374376039934,-1.73
Egypt,EGY,Middle East and North Africa,18.342097917633293,22,40.4,56.5,68.9,27.7,31.2,-110.6,-141,7.9,6.4,64,6.5,9.351145248567203,4.4,54.88999938964844,0.1,22.1,-0.9233333333333333,2.9914801120758057,283.6300048828125,59.099998474121094,24.700000762939453,30.100000381469727,45.099998474121094,42.79999923706055,5.900000095367432,51.20000076293945,5.33657265,0.4337499921870701,46,1,2.8,NA,0.2699468660374012,-1.25,NA,Arab,6.285665512084961,7,0.14663146159065965,0.76,0.18822888842785782,1,1.0650459921156372,NA
El Salvador,SLV,Latin America and Caribbean,15.660039722829657,18.3,28.4,56.3,61.7,26.8,28.2,NA,NA,7.2,6.5,65,6.6,8.935640333747571,10.6,14.520000457763672,0.3,24.45,-0.15333333333333332,3.919290065765381,113.81000137329102,NA,NA,NA,NA,NA,NA,NA,7.63034058,NA,NA,NA,NA,NA,0.3560471289249349,NA,19,Latin America,7.454626083374023,10,0.2256390474315259,0.42,0.4071,0,NA,NA
Equatorial Guinea,GNQ,Sub-Saharan Africa,13.971295615753665,3.6,12.2,18.3,34.8,22.3,25.8,NA,NA,7.3,4,45,9,10.0875575798642,NA,NA,NA,24.55,-1.3683333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91533971,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,3,0.07242793246370176,0.93,0.16897548940258594,0,NA,NA
Eritrea,ERI,Sub-Saharan Africa,15.022324721802352,1.9,7.2,14.4,27.6,20.2,21.1,NA,NA,NA,NA,31,7.2,NA,NA,NA,NA,25.5,-1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4600234,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,4,0.08361650601596719,0.37,0.059221917910635254,0.22695307433605194,NA,NA
Estonia,EST,Europe and Central Asia,14.089656681410414,19.9,21.6,59.1,51.7,26.8,25.8,NA,NA,12.2,13,83,3.7,10.288647907303929,1,2.5999999046325684,0.76,5.1,1.195,6.54656982421875,160.92000579833984,75.19999694824219,5.800000190734863,43.70000076293945,50.29999923706055,2.799999952316284,18.299999237060547,78.9000015258789,6.34629202,0.6946099408551358,43,21,48.2,0.01,0.4341485362164857,-0.015000000000000124,60,North Europe and Anglo,8.421098709106445,14,0.5829868568586698,-0.78,0.47689078897737325,0,3.0212201591511936,1.046666667
Eswatini,SWZ,Sub-Saharan Africa,13.914484925516668,5.1,25.6,21.8,51.9,24.4,28.8,NA,NA,6.9,6.1,46,8.1,9.087494541977337,12.8,NA,NA,21.4,-0.6083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03397036,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,4,0.12912498341456574,0.13,0.1839864516968629,0,NA,NA
Ethiopia,ETH,Sub-Saharan Africa,18.429000568033715,1.8,6.6,13.1,27.3,20,21,NA,NA,3.7,1.6,44,7.1,7.4127640174265625,14.8,4.380000114440918,NA,22.2,-0.9066666666666667,1.4434499740600586,21.5600004196167,50.5,NA,NA,NA,NA,NA,NA,3.82316828,0.16756999920087517,NA,NA,21.6,-0.785,0.47283810533024206,-1.2650000000000001,NA,Africa,5.057766437530518,5,0.05116971870999831,0.77,1.9375138697958698e-7,0.10469479113817215,NA,-0.98
Fiji,FJI,East Asia and Pacific,13.67467483929764,24.4,34.7,59.2,67.2,26.5,28.7,NA,NA,10.2,10.9,57,6.8,9.42641902556827,6.4,67.48999786376953,0.45,24.4,-0.045000000000000005,4.2636799812316895,88.40999984741211,60.400001525878906,NA,NA,NA,NA,NA,NA,3.32468939,0.5183700362206426,NA,NA,NA,NA,NA,-0.8049999999999997,NA,Oceania,6.648506164550781,10,0.26777781719688254,-0.39,NA,NA,NA,NA
Finland,FIN,Europe and Central Asia,15.516530071320078,23.2,20.3,65.2,49.7,26.4,25.5,70.85357755761838,88,12.2,12.6,87,1,10.65747109719941,1,4.46999979019165,1.2,1.7,1.7733333333333334,8.673399925231934,153.72000122070312,74,6,35.79999923706055,57.79999923706055,2.799999952316284,9.899999618530273,86.80000305175781,9.64523888,0.8355800626175571,27,20,73.3,2.15,0.582471221124526,1.0750000000000002,63,North Europe and Anglo,8.141714096069336,16,0.7392640277611241,-0.78,0.5243671690649574,0,NA,0.885
France,FRA,Europe and Central Asia,18.013438137028768,21.5,20.8,66.4,51.9,25.9,24.2,57.25588046138811,86,11.8,11.3,87,3.7,10.617931341885154,1,7.269999980926514,2.1,10.7,1.0983333333333334,7.9666900634765625,182.6199951171875,64.5999984741211,3.9000000953674316,33,62.599998474121094,1.7999999523162842,10.199999809265137,87.5,11.46616745,0.8522899979941947,39,32,68.1,1.66,0.49335388675451075,1.5599999999999996,71,North Europe and Anglo,8.100578308105469,15,0.5353867892000643,-0.4,0.4616127841524119,0.016220778226852417,NA,0.54
Gabon,GAB,Sub-Saharan Africa,14.482154612943887,9.3,19.9,33.1,46,23.9,26.4,NA,NA,9,7.3,54,6.9,9.595602772766828,13.9,50.720001220703125,NA,25.05,-0.61,6.081980228424072,169.3199920654297,56.70000076293945,NA,NA,NA,NA,NA,NA,2.65743947,0.8583801025817653,19,3,NA,NA,NA,NA,NA,Africa,6.045200347900391,5,0.023162678361008257,1.19,0.17163975336012338,0,NA,NA
Gambia,GMB,Sub-Saharan Africa,14.550691798196643,5.3,14.3,23.8,38.2,23.3,24.4,NA,NA,4.2,2.6,52,7.2,7.633853559681768,11.3,88.48999786376953,NA,27.5,-0.7233333333333334,2.146120071411133,20.429999351501465,57.400001525878906,NA,NA,NA,NA,NA,NA,3.17612934,0.5665597629474486,32,3,NA,NA,NA,NA,NA,Africa,NA,7,0.07595172197567558,0.92,0.13363262027611175,0.007224305532872677,NA,NA
Georgia,GEO,Europe and Central Asia,15.130651501010707,18.5,23.1,53.9,52.9,27.4,27.5,NA,NA,12.7,12.7,73,5.9,9.400051227201992,8.1,2.140000104904175,0.38,5.8,0.34500000000000003,3.968329906463623,105.80000305175781,70.4000015258789,50.5,16.5,33,56.599998474121094,3.700000047683716,39.599998474121094,7.93235874,0.5274200503054258,55,3,23.2,-1.146666667,0.32578107716536286,-0.3849999999999998,NA,Ottoman-Persian,8.486366271972656,10,0.33018527541072334,0.16,0.30023663618456803,0.004421933088451624,1.1880199667221298,-0.883333333
Germany,DEU,Europe and Central Asia,18.21840066635147,23.6,20.1,64.5,48.1,27.3,25.8,46.393465612175326,102,14.5,13.7,88,3.3,10.772351190837892,1,4.760000228881836,1.8,8.5,1.5233333333333334,7.028289794921875,160.19000244140625,71.80000305175781,2,40.29999923706055,57.70000076293945,1.2000000476837158,14.399999618530273,84.4000015258789,11.17801952,0.7381500072979019,35,25,62.5,1.43,0.574599002672936,1.520000000000001,67,North Europe and Anglo,7.904751300811768,15,0.731783570509436,-0.78,NA,NA,2.95139911634757,1.043333333
Ghana,GHA,Sub-Saharan Africa,17.14231490633382,4.3,16.1,21.6,40.3,22.5,25.1,NA,NA,7.9,5.8,60,7.1,8.540323608805092,7.7,39.93000030517578,NA,27.2,0.02666666666666667,2.2838199138641357,211.61000633239746,59.400001525878906,45.5,17.399999618530273,37.099998474121094,37.70000076293945,13.5,48.79999923706055,4.62171459,0.5121500315296192,14,7,7.6,-0.815,0.2814439118192902,-1.0799999999999992,NA,Africa,6.947426795959473,10,0.057732056484526596,1.19,0.1510295638118567,0.057058826088905334,1.0876288659793814,-1.835
Greece,GRC,Europe and Central Asia,16.196988436185933,23.6,25.1,67.7,55.9,27.5,26.7,16.779911141740513,30,10.9,10.3,81,4.2,10.199993083535142,1,4.880000114440918,0.21,15.4,0.2,6.969409942626953,255.6399917602539,60.29999923706055,12.399999618530273,27.700000762939453,60,12.699999809265137,7.800000190734863,79.4000015258789,8.01678371,0.6121900310077327,46,34,48.4,-0.1,0.5296552354815546,0.7449999999999992,35,South and East Europe,7.579287052154541,13,0.4331601524796887,0.29,0.323312424515963,0.06470811367034912,NA,0.15
Grenada,GRD,Latin America and Caribbean,11.604620025384213,12.9,28.4,43,58.2,25.1,28.7,NA,NA,NA,NA,56,5.3,9.557611235839621,NA,12.369999885559082,NA,26.65,0.36500000000000005,6.798530101776123,152.32999801635742,NA,NA,NA,NA,NA,NA,NA,4.64675617,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,NA,14,0.27971652025068117,-0.53,0.1371,NA,NA,NA
Guatemala,GTM,Latin America and Caribbean,16.560690762567624,14.5,25.8,50.7,59.2,25.6,27.2,NA,NA,6.5,6.4,62,8,9.011157458106817,17.3,8.15999984741211,0.54,23.45,-0.6033333333333333,2.9483299255371094,109.25,61.900001525878906,44.599998474121094,20.799999237060547,34.20000076293945,14,23.700000762939453,61.79999923706055,5.85707808,0.49328002724386777,20,2,12.3,0.07,0.41059676962962943,NA,6,Latin America,8.15245532989502,8,0.2251549395038187,0.56,0.4071,0.012250354513525963,NA,-1.01
Guinea,GIN,Sub-Saharan Africa,16.251935396037336,3.5,11,18.3,33.5,22.4,23.3,NA,NA,3.9,1.5,45,7.6,7.506042178518122,NA,152.1999969482422,NA,25.7,-0.9033333333333333,1.549489974975586,148.28999710083008,NA,NA,NA,NA,NA,NA,NA,5.80920601,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,4,0.056277042947207354,1.06,0.12512567724384618,3.73541668523103e-4,NA,NA
Guinea-Bissau,GNB,Sub-Saharan Africa,14.3677892091074,4.7,13.1,21.6,36.5,22.7,24,NA,NA,NA,NA,43,8.4,7.3758821482150125,NA,126.68000030517578,NA,26.75,-1.1400000000000001,1.5514800548553467,69.79999732971191,NA,NA,NA,NA,NA,NA,NA,8.59115314,NA,NA,NA,NA,NA,NA,NA,NA,Africa,6.175114631652832,5,0.0694261153246324,1.06,0.12437239345970133,0,NA,NA
Guyana,GUY,Latin America and Caribbean,13.550806458215996,12.1,26.4,40.7,55.9,25,27.6,NA,NA,7.9,8.8,53,6.2,9.031931152002144,6.7,114.16999816894531,NA,26,-0.33166666666666667,5.219970226287842,196.41999435424805,NA,NA,NA,NA,NA,NA,NA,5.36894894,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,7.017595291137695,9,0.27798619648795,0.64,0.4071,0.012492326088249683,NA,NA
Haiti,HTI,Latin America and Caribbean,16.185337390107613,17.1,26.1,49.9,57.4,26.3,24.1,NA,NA,6.6,3.9,45,9.3,7.4413203897176174,46.1,67.54000091552734,NA,24.9,-1.18,1.9416500329971313,126.99999809265137,52.099998474121094,NA,NA,NA,NA,NA,NA,8.62852955,0.5198999636231357,NA,NA,NA,0.12,NA,NA,NA,Latin America,6.847892284393311,5,0.2909852759631474,-0.01,0.1371,0.017231542617082596,2.030379746835443,-0.85
Honduras,HND,Latin America and Caribbean,16.025201989021372,15.1,26.2,51,58.9,25.8,27.5,NA,NA,6.2,6.4,61,7.7,8.481151420068972,14.5,21.209999084472656,0.089,23.5,-0.6016666666666667,3.513819932937622,88.56999969482422,NA,NA,NA,NA,NA,NA,NA,7.48378992,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,7.554569721221924,9,0.3067020831208072,0.16,0.4071,0.006485845893621445,NA,NA
